caseID,resp.cat,OEV.MA,AUC.delatbm.tot.MA,Recov.MA,Resist.MA,CV.MA
CK002_1,abundance,0.20521206325572428,-0.20507122927990318,-0.05405405540905766,-0.28767123421936575,-0.7166196877674572
CK002_2,abundance,0.275090386904052,-0.275090386904052,-0.12230215939806426,-0.5666666673144445,-1.1722512426637
CK003_1,biomass,0.5292664818980632,-0.5292664818980632,-0.3764705882352941,-0.8793103448275862,-1.4739486306243788
CK003_2,biomass,0.480062764251156,-0.480062764251156,-0.3404255319148936,-0.7062937062937062,-1.7277881130127535
CK003_3,biomass,0.567432611755766,-0.567432611755766,-0.44970414201183434,-0.899581589958159,-1.5569962434845734
CK003_4,biomass,0.536266323649065,-0.536266323649065,-0.36046511627906974,-0.8956521739130435,-1.419693155971028
CK003_5,biomass,0.35970333149356076,-0.35970333149356076,-0.09565217391304348,-0.7183098591549296,-0.9683909724631532
CK003_6,biomass,0.5788353728110507,-0.5788353728110507,-0.4540059347181009,-0.899581589958159,-1.9870448857267013
CK006_1,biomass,0.10445838811842109,-0.10387200778312074,-0.023041474666043754,-0.4894179881550349,-0.7296623499244591
CK006_2,biomass,0.12432386399246201,-0.12409605194179332,0.0074515652385633594,-0.5509641861803307,-0.7848037388071062
CK006_3,biomass,0.2574336185993099,-0.2573065635785799,-0.09001636617066812,-0.7566302649218242,-1.132041172112696
CK006_4,biomass,0.11215021420306079,-0.06927218585241665,-0.014749262822843542,-0.5321782180677385,-0.3809781588799798
CK006_5,biomass,0.13034093792402396,-0.0667658960357951,0.014326647834287097,-0.6015523931727096,-0.3175646386002388
CK006_6,biomass,0.2420155614952549,-0.2420155614952549,-0.045592705416986186,-0.7994186043259871,-0.9317482336791013
CK006_7,biomass,0.11513519936157578,-0.11071162170238491,-0.054602184520540074,-0.5588673632752416,-0.5974061693165852
CK006_8,biomass,0.1306201255953141,-0.12645070576624792,-0.07131537239988855,-0.6191950478079729,-0.6542635988692955
CK006_9,biomass,0.3032485211379681,-0.3032462853664255,-0.15358361768985085,-0.7550335577939281,-1.5933881273593475
CK009_1,biomass,0.36503431897992333,-0.36429599177628463,-0.2525373136476362,-0.9958514591896985,-1.4717461630465392
CK009_2,biomass,0.49924634448919136,-0.49924634448919136,-0.02718171851186261,-0.9124490284137046,-2.4426767104854723
CK010_1,biomass,0.2781975659891298,-0.27598515539547397,-0.11627906912204791,-0.8271604936755915,-1.2914168029089157
CK010_2,biomass,0.3471917174681335,-0.3471917174681335,-0.24675324608234478,-0.8611111111801697,-1.9996865962688868
CK013_1,abundance,0.1488332123570232,-0.12801034879338252,0.13167259960667743,-0.7241379314285715,-0.5463483319313068
CK013_2,abundance,0.3252452989297582,-0.3252452989297582,-0.13167259794210648,-0.8174571540604059,-1.3577874962446803
CK015_1,abundance,0.10279804733134648,0.09953638719984315,0.22404371239185725,-0.06172839557439967,0.6779094757215788
CK015_10,abundance,0.7427087941517538,-0.7427087941517538,-0.9062499991164434,-0.27659574324732156,-2.387686946244214
CK015_11,abundance,0.6921037313567118,-0.6921037313567118,-0.7588832475070216,-0.8095238146528453,-35.46631657943587
CK015_12,abundance,0.2066577298213775,0.11576829892270382,0.3539311965425968,-0.05864441606386817,0.1812166301451394
CK015_13,abundance,0.5946120198037483,-0.5946120198037483,-0.8894661372777011,-0.892173046685144,-3.0058364618242845
CK015_14,abundance,0.08444308945541912,-0.010301821256049535,-0.0898721070672858,-0.43793878278327775,-0.26564938765961116
CK015_15,abundance,0.5161811964360317,-0.5160345632900663,0.014925377769998596,-0.8095238146528453,-1.4353263411049078
CK015_16,abundance,0.1121827750080572,0.1121827750080572,0.07189542311232269,0.017142855385528753,1.2680858031197
CK015_17,abundance,0.09515998247054241,0.07999243261848694,-0.08527131527716317,-0.06918239219464127,0.3111601022547676
CK015_18,abundance,0.04358552484429012,-0.02209089387930332,0.08496731992124244,0.033707865587448795,-0.047453992797820234
CK015_19,abundance,0.05129831843196548,0.03167768056247951,0.04626626964034336,-0.005705373940983911,0.18167886662956803
CK015_2,abundance,0.12582076135418133,0.12582076135418133,0.1764705900723498,0,1.2916853672485222
CK015_20,abundance,0.27926337561884285,-0.27926337561884285,-0.03389830411006689,-0.8597785978377199,-1.237966179323992
CK015_21,abundance,0.5389829812478295,-0.5317102634723884,0.12054477145316982,-0.6553684437329491,-1.2047906146207448
CK015_22,abundance,0.01824168852998427,0.010932770546082968,0.0316882255597658,0.148668960724414,0.5912131113879626
CK015_23,abundance,0.04975075910957708,-0.04522582291178999,-0.02433697596930803,0.06961385153515164,-0.3388053245051886
CK015_24,abundance,0.480816093689147,-0.480816093689147,-0.7588832475070216,-0.7674418526359166,-2.464091409272408
CK015_25,abundance,0.1976731054474834,0.14369643972228535,0.0905818171947616,-0.6711767779714465,-0.02536687808622684
CK015_26,abundance,0.20794195424078804,-0.20794195424078804,-0.3077495301635926,-0.49556251454166866,-1.4283645912262113
CK015_27,abundance,0.11833639982815489,-0.11814216672943531,-0.04300364309666932,0.024759545434570818,-0.7586493143002209
CK015_3,abundance,0.20594062932553062,-0.20594062932553062,-0.04477611999432954,-0.07500000103693177,-1.2537938194042086
CK015_4,abundance,0.013123378792642394,-0.013123316191941795,-8.609710190233455e-5,-0.05380416468020232,-0.7774106673028836
CK015_5,abundance,0.04864732614650657,-0.008717975729196935,0.14047844251385327,-0.060667722486445134,-0.043235546935761676
CK015_6,abundance,0.7182225417868651,-0.7182225417868651,-0.9062499991164434,-0.8597785978377199,-11.216857022893265
CK015_7,abundance,0.5927310586009495,-0.5927310586009495,-0.5017318169237126,-0.33816006333721993,-2.7898145346940306
CK015_8,abundance,0.11839943616629327,-0.11378849444623279,-0.09908075708526089,0.07677341248347565,-0.628951686784518
CK015_9,abundance,0.143043936027473,-0.1385429919192488,-0.09542876095197729,-0.4105177656518412,-0.9521781641941581
CK016_1,abundance,0.3338613733695914,-0.14851272956083533,0.15329476476251844,-0.7300361695480656,-0.1045504262771106
CK016_2,abundance,0.3356460273306676,-0.1446643888919505,0.1282465246090456,-0.8421029862852799,-0.1566085606501538
CK019_1,abundance,0.1046026966019602,-0.09953577101350336,-0.13986623930570782,-0.9117588342489039,-0.7808979787206921
CK019_2,abundance,0.10577422585855696,-0.1055755409523976,-0.04532666226382679,-0.8776685054308735,-0.5754554940172841
CK019_3,abundance,0.2945764546760113,-0.2945764546760113,-0.1898748626453986,-0.942191766538743,-1.1893520175971173
CK021_1,abundance,0.3309046187705349,-0.3309046187705349,-0.2262051923986181,-0.999788209802576,-1.7935638406730616
CK024_4,biomass,0.08000737847445732,-0.05325040331938534,0.16014234855232332,-0.0900900902207613,-0.3276220891255904
CK024_5,biomass,0.0931454228105418,-0.05083554313202596,-0.020242915144978595,-0.17857142871753245,-0.534654248290499
CK024_6,biomass,0.06445311530554425,-0.06266291123805036,0,-0.023400936227569523,-0.9629908995144377
CK025_1,abundance,0.021886227269234844,-0.021886227269234844,-0.017909201738828408,-0.015977444726330666,-2.3703039773050776
CK026_1,biomass,0.2417836684190496,-0.2325386330372803,0.10052551608001781,-0.11542316560757997,-0.6744515675449961
CK026_2,biomass,0.35623563499209504,-0.35623563499209504,-0.19360737854814344,-0.16134598792062121,-1.3461443839288865
CK026_3,biomass,0.6219675325595433,-0.6219675325595433,-0.3614922603642756,-0.9501057447451335,-2.8317682845131666
CK026_4,biomass,0.5606966678030307,-0.5606966678030307,-0.13221208235915227,-0.9914777771201989,-1.8180056631885169
CK026_5,biomass,0.2815729005887748,-0.2726429551640349,0.08915095880565807,-0.6456148018648018,-1.3679001345358015
CK026_6,biomass,0.32998829177183947,-0.32998829177183947,-0.20288461538461536,-0.6181774465015629,-2.216567778247742
CK026_7,biomass,0.5978229819036749,-0.5978229819036749,-0.24339992864787727,-0.9982309495378356,-2.512683706589995
CK026_8,biomass,0.329578879184139,-0.329578879184139,-0.09221870566408386,-0.9695639449809775,-1.4153326774300554
CK027_1,biomass,0.24832947843793293,-0.03325831525261843,0.7264573985764845,0.3483658446280462,0.1469374261430928
CK027_2,biomass,0.2979673594794038,-0.2755020136520202,0.36127449015502794,-0.3080103858076097,-0.8013269714810932
CK027_3,biomass,0.19525793303415956,-0.19203626157255985,0.09964882543415338,-0.08270021551911881,-0.7350135753899141
CK030_1,biomass,0.180903257086703,0.1806331719680812,0.15639811373059911,0.1530612262247501,1.544244338283431
CK030_2,biomass,0.048050194198520815,0.01751088924611637,0.048128359461237176,-0.17522123252627456,-0.3584784632334555
CK030_3,biomass,0.40611195414937146,0.40571721720604215,0.5109890163114359,0.10872483621242282,1.492239272738414
CK030_4,abundance,0.2168600977700092,0.2168600977700092,0.2527472538064646,0.08571428692789107,2.536697987660316
CK030_5,abundance,0.13271309448773327,0.07937743577673327,0.2842105277489197,-0.21518987346536353,0.20614045740310677
CK030_6,abundance,0.6550484631253967,-0.643836796454848,-0.4782608696354757,-0.24675324670309784,-0.43308055942972185
CK030_7,abundance,0.4025543485304544,0.36012053900677043,0.4666666665125926,0.2499999994583334,0.3942717284003716
CK030_9,abundance,0.6309318465710265,0.6309318465710265,0.5294117643460208,0.9718309858925698,4.1653527951759814
CK032_1,abundance,0.3200725506841092,0.3200725506841092,0.5650406512486368,0.07706422004368317,1.4835300957576596
CK032_2,abundance,0.29097521512899643,0.29097521512899643,0.5982404687374765,0.1384928713991771,1.6304394584403719
CK034_1,biomass,0.06843062315107798,0.06843062315107798,0.07444168784728675,0.10118505116860513,2.593559640687928
CK034_2,biomass,0.46090450281070605,-0.46090450281070605,-0.6288209610895482,-0.6378737538464201,-9.679132010397423
CK034_3,biomass,0.11261292221505058,0.11261292221505058,0.16741071345284597,0.1500000003431034,5.4722591963034555
CK034_4,biomass,0.044015942101870306,0.03830966340636058,0.031168829886692527,-0.03462749096005437,0.4690227716365599
CK034_5,biomass,0.041015863711547876,-0.009411078690761786,-0.07803468083422434,0.009045227999999933,-0.44182284306407393
CK034_6,biomass,0.2943253082127505,-0.2943253082127505,-0.32504440530359124,-0.43105950581103003,-9.569161590858096
CK034_7,biomass,0.020167095273405978,-0.008681662098006634,-0.008108107083308986,0,-0.41677524761571355
CK035_1,abundance,0.14105217065384648,-0.10976680085423773,0.2551724136247324,0.09090909144102176,-0.2022471828396153
CK035_2,abundance,0.155404973631058,-0.14996483362869306,-0.41176470481055366,-0.42424242310468324,-1.037899584648912
CK035_3,biomass,0.5978268593496928,-0.5882159671514762,-0.7019565800044114,0.23302619257120827,-1.2502308483887064
CK035_4,biomass,0.49540729232962366,-0.49540729232962366,-0.5770357353723927,-0.3710974283871059,-2.561324835820144
CK039_1,biomass,0.4133684743914024,-0.40674405858518614,-0.6415094339622642,0.04842615012106537,-1.074755797193725
CK039_2,biomass,0.3069057450179087,0.2965214015386114,0.26966292134831454,0.4236453201970443,0.9770930720602432
CK039_3,biomass,0.1364176869531447,0.13496499690996602,0.08353808353808355,0.15602836879432624,1.0378388231283138
CK039_4,biomass,0.44709661941017687,0.44709661941017687,0.53156146179402,0.30340557275541796,3.34056355151943
CK040_1,biomass,0.04910094856140773,-0.04910094856140773,-0.05027932960893855,-0.037037037037037035,-3.128159897843322
CK040_2,biomass,0.07003567077883902,-0.07003567077883902,-0.05027932960893855,-0.06521739130434782,-3.9915446254017053
CK040_3,biomass,0.11499350641328973,-0.11476763035877968,-0.06578947368421052,-0.032679738562091505,-0.7640813091359149
CK040_4,biomass,0.40134105764483213,-0.40134031671741277,-0.265625,-0.5047619047619047,-1.5544325836803767
CK041_1,abundance,0.2475724281408164,-0.2475724281408164,-0.038461538556952675,-0.6422764220138807,-1.5309896872540831
CK041_10,abundance,0.4997319971664437,-0.4997319971664437,-0.22580645161290325,-0.5500000001886112,-2.2494285534420304
CK041_11,abundance,0.22448450408059273,-0.19215341510349218,-0.12499999967500003,-0.8039215684195309,-0.533139357456775
CK041_12,abundance,0.20310242597061665,-0.15849460822589123,0.12195121919988106,-0.7499999995898438,-0.4301730735997859
CK041_3,abundance,0.23415854641155281,-0.18604204098184413,-0.26415094102527586,-1,-0.46196926919576187
CK041_4,abundance,0.2689756723689334,-0.2689756723689334,-0.07801418495488152,-0.2500000005625,-2.2019477989712577
CK041_5,abundance,0.15816127795621637,0.02557085003197878,0,-0.03448275982877531,-0.29105598136911187
CK041_6,abundance,0.25144630144270735,-0.25144630144270735,-0.033333333232539626,-0.8461538460311556,-1.0176378828300474
CK041_7,abundance,0.5253318903086407,-0.5253318903086407,-0.5044247776545876,-0.2753623190476191,-3.552965312665279
CK041_9,abundance,0.27306946911766294,-0.27306946911766294,-0.46341463554828477,-0.5714285719868197,-1.810315790671884
CK043_1,abundance,0.21577783731974087,-0.21577783731974087,-0.09999999894444445,-0.7254901960784313,-1.5027785982978716
CK043_2,abundance,0.19216023645593006,-0.19216023645593006,-0.1827956989247312,-0.7355371900826446,-1.3911515488164041
CK045_1,abundance,0.24934397907668743,-0.12427697601533612,-0.07333333333333338,-0.7008547008547009,-0.4728822913411396
CK045_10,biomass,0.11669338637049577,-0.025336467945416698,-0.28378378429099704,0.03614457787342139,-0.18955612656834414
CK045_11,biomass,0.11915471636332468,0.08360717822181679,0.12037037027295523,0.33884297375794,0.4319046983476712
CK045_12,biomass,0.10378802136745123,0.08213259555338745,-0.043956044916525765,0.11111110986419752,0.44651562872889555
CK045_2,abundance,0.38039019962032355,-0.2816244846775714,0.024242424242424156,-0.8952380952380952,-0.6375914820470678
CK045_3,abundance,0.695091161871674,-0.6843906213311335,-0.2059925093632959,-0.9702970297029703,-1.265907375212555
CK045_4,abundance,0.8025837380171815,-0.7850519444313384,-0.559322033898305,-0.9800995024875623,-1.3627867018980524
CK045_5,abundance,0.2077824687661617,-0.04783811862384412,0.35723771580345287,-0.055421686746987886,0.06285045044851076
CK045_6,abundance,0.27606644745198505,0.10167528042682347,-0.04535637149028073,0.022321428571428572,0.36532800912122715
CK045_7,abundance,0.2574595194938903,0.10745796237905528,0.030060120240480964,-0.020979020979020945,0.4035730494522141
CK045_8,abundance,0.3670643274491092,0.13672538501696646,-0.02978723404255316,0.14951456310679617,0.3948785106121724
CK045_9,biomass,0.2348337422122419,-0.10827482996673465,-0.32867132872071986,0.5959595949806143,-0.14012340643937898
CK047_1,biomass,0.5120751772132734,0.48856876260995247,0.1930755355869581,-0.4116390789419768,1.1010915835828263
CK047_10,biomass,0.30879210980988925,-0.30879210980988925,-0.806347301637046,-0.6001181195772456,-2.4390675141109504
CK047_11,biomass,0.3680404057650928,-0.3680404057650928,-0.6486749864953246,-0.5415870461963999,-9.118188398022301
CK047_12,biomass,0.03162970067702365,0.025689250255423353,0.07151828102769058,0.16734007887184485,0.735808610623216
CK047_2,biomass,0.5773431929003884,0.36341817555574585,0.645267672358138,-0.9579342854328723,0.36425355804362164
CK047_3,biomass,0.16522611545358723,-0.06533348368748759,0.25729399920411206,-0.846488908106549,-0.3597445469932418
CK047_4,biomass,0.42005061232461494,-0.42005061232461494,-0.9846621240903073,-0.9561675763252199,-1.9937114048780709
CK047_5,biomass,0.3236899683524336,-0.3236899683524336,-0.11308014817070385,-0.28260216860179344,-2.2524989210327946
CK047_6,biomass,0.13607959474460543,-0.046251180231078444,-0.03375448679539232,-0.15073409547430577,-0.20015238023982632
CK047_7,biomass,0.23988559254949512,0.2305116776672798,-0.24194873001289366,-0.005666541570795111,0.6503491297069209
CK047_8,biomass,0.38264477971255784,0.2696710566758931,0.42477888222493865,-0.7447591975617285,0.407750239528867
CK047_9,biomass,0.13458565305144835,-0.13458565305144835,-0.053442794905032724,-0.2098519418659057,-1.6493495253758963
CK048_1,abundance,0.017812625286803607,-0.016742084130313924,-0.03451634645514156,-0.021142246689189556,-1.2356101474556165
CK048_2,abundance,0.06681759840320442,-0.06681759840320442,-0.06389372511283332,-0.09305668613763622,-1.9492553590642039
CK048_3,abundance,0.14698290357727006,-0.1469826293928428,-0.10304210279139117,-0.9215884738694883,-0.6402528051160035
CK048_4,abundance,0.02957856982426353,0.02957856982426353,0.0038911424336262866,0.023622047244094474,1.5824043827708891
CK048_5,abundance,0.021493209576045717,0.019163465120341193,0.01911492096259635,0.023622047244094474,0.7276985393274199
CK048_6,abundance,0.04203479621632763,-0.012819461044327416,0.02284209101896723,-0.21568627450980396,-0.3545438807033358
CK049_1,abundance,0.2676483121653085,0.057439499759131055,0.13747954140426072,-0.8305084745762712,-0.22036565125215465
CK049_2,abundance,0.32037562298266736,-0.32037562298266736,-0.35475578411730685,-0.8305084745762712,-1.5877549235706805
CK050_1,abundance,0.8497637048928828,-0.8497637048928828,-0.25139664806328005,-0.8814814815729797,-2.14939749761076
CK050_2,abundance,0.8569995593521015,-0.8569995593521015,-0.3913043473435953,-0.9097744361609287,-2.591530323359823
CK050_3,abundance,0.4522856997027468,-0.4522856997027468,-0.09352518050370066,-0.6146788984987795,-1.9796902035536854
CK050_4,abundance,0.5052994795478287,-0.5052994795478287,-0.31034482815219977,-0.6761904757587301,-2.523110607004401
CK051_1,biomass,0.05379582392700701,-0.05123759313688797,-0.008025681856156089,-0.5549132942109158,-0.4971977025711988
CK051_2,biomass,0.32342506670375826,-0.32342506670375826,-0.21669980126831853,-0.5393258431917056,-2.424413081245138
CK051_3,biomass,0.3380723239353035,-0.3380723239353035,-0.2054263559974536,-0.5309973044087881,-2.6911576263121746
CK052_1,abundance,0.17773046223832462,-0.17773046223832462,-0.059849139837614154,-0.2908700779445452,-1.6137080127028245
CK053_1,abundance,0.2806698016146586,-0.25323404389709514,0.17575757666600553,-0.8000000000939488,-1.1613853256223863
CK054_1,biomass,0.22892102106815843,-0.22892102106815843,-0.10502283048414333,-0.02857142655658618,-0.9251692728653678
CK054_2,biomass,0.14119198464285967,-0.1398376266255384,-0.03418805749232965,-0.10614523953372222,-0.19674884254222377
CK054_3,biomass,0.19336049607007455,-0.19294381569709254,-0.19727891084825763,-0.1024208543561894,-0.7588271912667475
CK054_4,biomass,0.45194651710845696,-0.4519312193747169,-0.4666666685777778,-0.483709268969416,-1.3782483328401376
CK055_1,biomass,0.15175178777447929,-0.1479302463805038,0.017177879980064634,-0.9322033898305084,-0.6449494910743347
CK055_2,biomass,0.14473005802963712,-0.1445716157987077,-0.0444889301252659,-0.9322033898305084,-0.6953031273956818
CK055_3,biomass,0.17979940886784418,-0.17818818913875453,-0.028357944684845593,-0.9344262295081968,-0.7723148754085023
CK055_4,biomass,0.7837052861776702,-0.7837052861776702,-0.42522352399635877,-0.9666666666666667,-4.27373804381473
CK055_5,biomass,0.8333990032113494,-0.8333990032113494,-0.7896760179826943,-0.9666666666666667,-9.220083994244021
CK055_6,biomass,0.7344539956464113,-0.7344539956464113,-0.45869403710006607,-0.9666666666666667,-3.9342753506505557
CK056_1,abundance,0.143484318958885,-0.13581290831210593,0.03703703550496146,-0.6639344261882366,-0.9674168206453899
CK056_2,abundance,0.2903451488766187,-0.2864078019835343,0.062295080831420165,-0.6776859501551905,-1.3443982352981447
CK056_3,abundance,0.5905925309555593,-0.5905925309555593,-0.31192660708153475,-0.9613526569552281,-2.641593406944064
CK056_4,abundance,0.38699035807706844,-0.38699035807706844,-0.07518797096662166,-0.8796296295216661,-1.5840671075180581
CK057_1,biomass,0.011613547755585953,-0.011613547755585953,-0.00931676948540756,-0.09252669095661151,-0.8539899046817092
CK057_2,biomass,0.013566122598485417,-0.0037325102994292926,-0.012461059590114593,-0.05862068958442329,-0.7158184882383782
CK057_3,biomass,0.032614048430091566,-0.032614048430091566,-0.012461059590114593,-0.14126394086697255,-1.1026219204771937
CK058_1,biomass,0.056970521068519464,-0.047626308146120955,0.040970052726907256,-0.10370654873305715,-0.8334900612575303
CK058_2,biomass,0.11004914306463734,-0.105225734675636,0.040963398870554515,-0.29117052371333757,-1.0164582408541636
CK058_3,biomass,0.18989505671152065,-0.18985198061097577,0.0035611646565523927,-0.429957701305705,-1.3140356515373761
CK058_4,biomass,0.3125469322720254,-0.30931131056806466,0.040970052726907256,-0.6184173476987954,-1.2211055479406685
CK058_5,biomass,0.4144966523842151,-0.4142590903545808,0.014037824027064478,-0.8861174927828679,-1.3286605211373164
CK059_1,abundance,0.3362860233248694,-0.33600664017096443,-0.29812314332134104,-0.8192181929946227,-1.4750842239142519
CK059_2,abundance,0.29997949390352946,-0.28237428737281306,-0.07694661050555116,-0.8761430266608972,-1.045671696113798
CK059_3,abundance,0.3575688695797939,-0.3559246462519368,-0.1903477455506015,-0.9367453822250735,-1.3661127533213566
CK060_1,abundance,0.16983726961741993,-0.16983726961741993,-0.08217835961561899,-0.2948089304767838,-1.4651083584821096
CK060_2,abundance,0.4288111858026443,-0.4288111858026443,-0.19007913953726718,-0.6765962395383411,-2.673272372694928
CK060_3,abundance,0.5524644802459068,-0.5524644802459068,-0.3731343288794832,-0.7826086956862004,-3.1169185419356666
CK060_4,abundance,0.3655101409485473,-0.3655101409485473,-0.13709677406477622,-0.7049180328755711,-2.036664320421968
