"","caseID","resp.cat","OEV","Deltabm.Tot","CV","Resistance","Recovery"
"1","CK045_7","abundance",0.25745951949389,0.107457962379055,0.403573049452214,-0.0209790209790209,0.030060120240481
"2","CK045_8","abundance",0.367064327449109,0.136725385016966,0.394878510612172,0.149514563106796,-0.0297872340425532
"3","CK045_1","abundance",0.249343979076687,-0.124276976015336,-0.47288229134114,-0.700854700854701,-0.0733333333333334
"4","CK045_2","abundance",0.380390199620324,-0.281624484677571,-0.637591482047068,-0.895238095238095,0.0242424242424242
"5","CK045_3","abundance",0.695091161871674,-0.684390621331133,-1.26590737521255,-0.97029702970297,-0.205992509363296
"6","CK045_4","abundance",0.802583738017181,-0.785051944431338,-1.36278670189805,-0.980099502487562,-0.559322033898305
"7","CK045_5","abundance",0.207782468766162,-0.0478381186238441,0.0628504504485108,-0.0554216867469879,0.357237715803453
"8","CK045_6","abundance",0.276066447451985,0.101675280426823,0.365328009121227,0.0223214285714286,-0.0453563714902807
"9","CK002_1","abundance",0.205212063255724,-0.205071229279903,-0.716619687767457,-0.287671234219366,-0.0540540554090577
"10","CK002_2","abundance",0.275090386904052,-0.275090386904052,-1.1722512426637,-0.566666667314444,-0.122302159398064
"11","CK006_1","biomass",0.104458388118421,-0.103872007783121,-0.729662349924459,-0.489417988155035,-0.0230414746660438
"12","CK006_2","biomass",0.124323863992462,-0.124096051941793,-0.784803738807106,-0.550964186180331,0.00745156523856336
"13","CK006_3","biomass",0.25743361859931,-0.25730656357858,-1.1320411721127,-0.756630264921824,-0.0900163661706681
"14","CK006_4","biomass",0.112150214203061,-0.0692721858524166,-0.38097815887998,-0.532178218067738,-0.0147492628228435
"15","CK006_5","biomass",0.130340937924024,-0.0667658960357951,-0.317564638600239,-0.60155239317271,0.0143266478342871
"16","CK006_6","biomass",0.242015561495255,-0.242015561495255,-0.931748233679101,-0.799418604325987,-0.0455927054169862
"17","CK006_7","biomass",0.115135199361576,-0.110711621702385,-0.597406169316585,-0.558867363275242,-0.0546021845205401
"18","CK006_8","biomass",0.130620125595314,-0.126450705766248,-0.654263598869296,-0.619195047807973,-0.0713153723998886
"19","CK006_9","biomass",0.303248521137968,-0.303246285366426,-1.59338812735935,-0.755033557793928,-0.153583617689851
"20","CK019_1","abundance",0.10460269660196,-0.0995357710135034,-0.780897978720692,-0.911758834248904,-0.139866239305708
"21","CK019_2","abundance",0.105774225858557,-0.105575540952398,-0.575455494017284,-0.877668505430873,-0.0453266622638268
"22","CK019_3","abundance",0.294576454676011,-0.294576454676011,-1.18935201759712,-0.942191766538743,-0.189874862645399
"23","CK021_1","abundance",0.330904618770535,-0.330904618770535,-1.79356384067306,-0.999788209802576,-0.226205192398618
"24","CK027_1","biomass",0.248329478437933,-0.0332583152526184,0.146937426143093,0.348365844628046,0.726457398576485
"25","CK027_2","biomass",0.297967359479404,-0.27550201365202,-0.801326971481093,-0.30801038580761,0.361274490155028
"26","CK027_3","biomass",0.19525793303416,-0.19203626157256,-0.735013575389914,-0.0827002155191188,0.0996488254341534
"27","CK032_1","abundance",0.320072550684109,0.320072550684109,1.48353009575766,0.0770642200436832,0.565040651248637
"28","CK032_2","abundance",0.290975215128996,0.290975215128996,1.63043945844037,0.138492871399177,0.598240468737476
"29","CK043_1","abundance",0.215777837319741,-0.215777837319741,-1.50277859829787,-0.725490196078431,-0.0999999989444444
"30","CK043_2","abundance",0.19216023645593,-0.19216023645593,-1.3911515488164,-0.735537190082645,-0.182795698924731
"31","CK049_1","abundance",0.267648312165308,0.0574394997591311,-0.220365651252155,-0.830508474576271,0.137479541404261
"32","CK049_2","abundance",0.320375622982667,-0.320375622982667,-1.58775492357068,-0.830508474576271,-0.354755784117307
"33","CK059_1","abundance",0.336286023324869,-0.336006640170964,-1.47508422391425,-0.819218192994623,-0.298123143321341
"34","CK059_2","abundance",0.299979493903529,-0.282374287372813,-1.0456716961138,-0.876143026660897,-0.0769466105055512
"35","CK059_3","abundance",0.357568869579794,-0.355924646251937,-1.36611275332136,-0.936745382225074,-0.190347745550601
"36","CK066_1","abundance",0.105909680827419,-0.105909680827419,-1.32293947565784,-0.174129352146531,-0.0990654203275278
"37","CK066_2","abundance",0.047528091067984,-0.0438396289114969,-0.290706259475691,-0.0875576026714519,-0.00684931456339526
"38","CK066_3","abundance",0.265266232497288,-0.261947120957669,-1.02614026868163,-0.0776255699680991,-0.245762712173705
"39","CK066_4","abundance",0.337472345370808,-0.337472345370808,-1.66917742497037,-0.262032084674769,-0.190283399786152
"40","CK066_5","abundance",0.385458756228461,-0.384798516805285,-1.49835372723957,-0.388235293461961,-0.289473684272661
"41","CK067_1 & CK067_2","biomass",0.22905653608348,-0.223880371683694,-1.15798776738995,-0.308307096149188,0.0589022757697452
"42","CK069_1","biomass",0.312013357379635,-0.312013357379635,-1.25434622570874,-0.226660555823577,-0.0863708368149003
"43","CK069_2","biomass",0.0962607249148857,-0.0787391107198758,-0.753336512751085,-0.507898779025263,0.0669518595312026
"44","CK069_3","biomass",0.288355563521214,-0.288215497825918,-1.55711208043388,-0.2002152316382,-0.129167798039785
"45","CK069_4","biomass",0.190084339528349,-0.190084339528349,-1.29547076125283,-0.498578852549058,-0.0401398505971339
"46","CK069_5","biomass",0.179886722711218,-0.179879112348897,-1.59912944662975,-0.736251737820145,NA
"47","CK069_6","biomass",0.157129177607356,-0.157046474001962,-1.79577285938075,-0.534659043131092,NA
"48","CK069_7","biomass",0.162679440887155,-0.162679440887155,-1.79213163550423,-0.144868830933792,-0.0464912751977786
"49","CK069_8","biomass",0.235181684852575,-0.232249356115119,-1.41065210067175,-0.288592102403348,0.0417114751453262
"50","CK074_1","abundance",0.111860819649095,0.0479636963943119,0.374133410312041,-0.132248758784748,0.161333485684611
"51","CK074_2","abundance",0.139397009347373,0.139110626292008,1.2109517302545,-0.0113677198080609,0.0432613555634858
"52","CK075_1","abundance",0.155027133213514,-0.148444636329187,-0.963920280821801,-0.364912280701754,0.0771812080536913
"53","CK076_2","biomass",NA,NA,-0.102786426530148,0.236879733093259,NA
"54","CK076_7","biomass",NA,NA,-0.0393449260802315,0.354585346696945,NA
"55","CK080_1","biomass",0.192043328341899,-0.192043328341899,-0.865611878594912,-0.60436417129781,-0.0496896760520739
"56","CK080_2","biomass",0.296005054284356,-0.296004161424688,-1.44054301694169,-0.242730923694779,-0.19197817818587
"57","CK081_1","abundance",0.31873554731253,-0.31873554731253,-2.92502093965016,-0.20628133402686,-0.301079059592824
"58","CK081_2","abundance",0.331071710541486,-0.331071710541486,-1.71641317303959,-0.117392289242659,-0.395609218537042
"59","CK081_3","abundance",0.472601514782071,-0.472601514782071,-2.59075644536475,-0.237302807769587,-0.490211441322081
"60","CK081_4","abundance",0.35885574131289,-0.35885574131289,-2.31264745152367,-0.115892740219893,-0.484708647698497
"61","CK081_5","abundance",0.220785691268494,-0.220785691268494,-1.66562433177101,-0.267888007684394,-0.385252306233139
"62","HH005_1","biomass",0.535633159401168,-0.535633159401168,-2.0890777275932,-0.856264937425264,-0.20245519258097
"63","HH005_2","biomass",0.0872776432380354,0.0374772086589699,-0.339639214392084,-0.456524203491651,-0.00810487115619692
"64","HH006_4","abundance",0.239386761717488,-0.237160143566953,-1.29802950864309,-0.956528779541064,-0.140187137737192
"65","HH006_5","abundance",0.395271882329493,-0.395271882329493,-2.125410870519,-0.932312689458491,-0.228753808492319
"66","HH006_6","abundance",0.463780486592917,-0.463780486592917,-2.48997557311251,-0.765452104010858,-0.163711201769756
"67","HH009_1","abundance",0.104722873339841,-0.104703047383715,-0.816173905027033,-0.183201712238188,-0.0491164292138617
"68","HH011_1","abundance",0.1929953614398,0.116967109443773,0.0207849814347233,0.0599890582129315,-0.306293966970822
"69","HH011_2","abundance",0.278212492155355,0.251161547257169,0.602530909505296,0.404037611584501,-0.355247297714045
"70","HH011_3","abundance",0.166518908051813,-0.161213169802696,-0.680387742369706,-0.116165558539022,-0.550830580017731
