caseID,Recov,Resist,OEV,CV,AUC.delatbm.tot
CK002_1,-0.04814401749306492,-0.27859535426510573,0.19737633719624925,-0.6981218642773742,-0.19720735289443347
CK002_2,-0.12812762876233436,-0.5750082151156898,0.27339364327008314,-1.1559487716446908,-0.27339364327008314
CK006_1,-0.011344541570285015,-0.5064287105610038,0.09795317598153695,-0.4710848941044776,-0.07703371997221899
CK006_2,-0.010156904802767236,-0.523434129749699,0.09329601141675636,-0.553916430957936,-0.08867972090917906
CK006_3,-0.09339760899550238,-0.7578014444044511,0.2580369179486284,-1.2106651524548928,-0.2580369179486284
CK006_4,-0.0011226936328061058,-0.5246223279409753,0.11914048883077247,-0.381309258966758,-0.07057563010161338
CK006_5,0.024546658292719046,-0.6089219233292277,0.13496269509638853,-0.2972996543840696,-0.06346138189700114
CK006_6,-0.05107506008424162,-0.8120451605973296,0.24022926127984834,-0.9142012341390873,-0.2400565313546651
CK006_7,-0.12310502399160786,-0.5959220762691009,0.13837251742215545,-0.7895884439133587,-0.1333876983674261
CK006_8,-0.12445201359700163,-0.6207857500527828,0.13941696266501466,-0.7531339426438374,-0.13509529693537486
CK006_9,-0.26786786590450645,-0.7890192841553996,0.338629137215953,-2.0200892484684347,-0.338629137215953
CK015_12,0.22981366459627328,0.6705882352941176,0.6497022949181681,2.0556947387679285,0.6497022949181681
CK015_13,-0.005025125628140704,-0.3826086956521739,0.283343087590391,0.27249855966187286,0.2571173095752515
CK015_14,0.31125827814569534,0.43434343434343436,0.2393245278748418,0.9359112532844589,0.21991580208855116
